Operation Name,Total Floor Area,,Avg hrs/week,Electricity,,Natural Gas,,"GHG Emissions
(Kg)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Elms,"3,035.00",Square feet,70,"44,358.45400",kWh,"1,954.31021",Cubic meter,"8,330.33009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakwood Village,"17,287.00",Square feet,70,"142,067.84353",kWh,"12,909.15054",Cubic meter,"39,252.47820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmerston,"8,493.00",Square feet,70,"219,795.00043",kWh,,,"22,968.57754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pape Danforth,"8,181.00",Square feet,70,"151,901.72833",kWh,"9,531.25714",Cubic meter,"33,893.78271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkdale,"24,079.00",Square feet,70,"269,178.21160",kWh,"21,584.43750",Cubic meter,"68,937.24343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parliament,"14,639.00",Square feet,70,"195,475.11741",kWh,"15,503.63307",Cubic meter,"49,738.73704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth Dupont,"3,627.00",Square feet,70,"24,664.34582",kWh,"5,485.68015",Cubic meter,"12,948.79914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant View,"6,997.00",Square feet,70,"130,933.63240",kWh,"6,723.84785",Cubic meter,"26,419.48103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rexdale,"5,091.00",Square feet,70,"44,347.25353",kWh,"8,354.95600",Cubic meter,"20,430.39149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richview,"47,254.00",Square feet,70,"612,132.45118",kWh,"44,256.56670",Cubic meter,"147,637.39947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverdale,"9,655.00",Square feet,70,"171,224.44750",kWh,"18,457.69412",Cubic meter,"52,789.56962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runnymede,"12,034.00",Square feet,70,"123,217.09324",kWh,"21,005.81250",Cubic meter,"52,590.34251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S Walter Stewart,"25,847.00",Square feet,70,"398,202.44677",kWh,"25,315.10802",Cubic meter,"89,473.58242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanderson,"12,701.00",Square feet,70,"139,743.63148",kWh,"12,294.95455",Cubic meter,"37,848.38252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spadina Road,"3,950.00",Square feet,70,"56,789.05000",kWh,"8,146.04727",Cubic meter,"21,335.59264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Clair Silverthorn,"4,585.00",Square feet,70,"28,919.50824",kWh,"1,711.11932",Cubic meter,"6,257.17699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Lawrence,"4,833.00",Square feet,70,"42,939.13845",kWh,,,"4,487.13997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steeles,"5,005.00",Square feet,70,"79,292.08552",kWh,"3,710.34286",Cubic meter,"15,300.89732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Memorial,"5,005.00",Square feet,70,"41,971.18163",kWh,"14,720.54622",Cubic meter,"32,217.05062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorncliffe,"11,034.00",Square feet,70,"155,344.99257",kWh,"3,096.06949",Cubic meter,"22,087.06429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto Reference Library,"416,025.00",Square feet,70,"7,783,696.89129",kWh,"403,862.47701",Cubic meter,"1,576,949.62847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria Village,"5,382.00",Square feet,70,"49,278.28263",kWh,"13,521.76838",Cubic meter,"30,714.20093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston,"11,948.00",Square feet,70,"139,729.96774",kWh,"17,910.61364",Cubic meter,"48,464.07136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodside Square,"9,795.00",Square feet,70,"134,626.50202",kWh,"20,052.40276",Cubic meter,"51,980.08353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodview Park,"5,360.00",Square feet,70,"45,029.43285",kWh,"6,524.66303",Cubic meter,"17,041.27983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wychwood,"6,383.00",Square feet,70,"110,556.52363",kWh,"11,032.91677",Cubic meter,"32,412.28706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
York Woods,"42,173.00",Square feet,70,"729,211.25629",kWh,"59,719.38023",Cubic meter,"189,109.64896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorkville,"9,052.00",Square feet,70,"200,860.59692",kWh,"17,364.36000",Cubic meter,"53,819.46023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algonguin Island Sewage Pumping Station,75.00,Square feet,168,"13,341.93784",kWh,,,"1,394.23250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby Point Sewage Pumping Station,0.00,Square feet,168,"51,600.67236",kWh,,,"5,392.27026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry Rd Sewage Pumping Station,"7,244.00",Square feet,168,973.68554,kWh,,,101.75014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brule Gardens Sewage PS,151.00,Square feet,168,"10,453.59765",kWh,,,"1,092.40095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumber Sewage Pumping Station,635.00,Square feet,168,"243,492.47146",kWh,,,"25,444.96327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellis Ave Sewage Pumping Station,0.00,Square feet,168,"3,396.98415",kWh,,,354.98484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fallingbrook Sewage Pumping Station,0.00,Square feet,168,697.08441,kWh,,,72.84532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand River Sewage Pumping Station,0.00,Square feet,168,"9,149.45452",kWh,,,956.11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greyabbey Trail Sewage Pumping Station,"1,001.00",Square feet,168,"37,017.06143",kWh,,,"3,867.72963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humber Sewage Pumping Station,0.00,Square feet,168,"11,136.83725",kWh,,,"1,163.79949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Island Rd Sewage Pumping Station,0.00,Square feet,168,"7,807.83165",kWh,,,815.91841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy Park Sewage PS,151.00,Square feet,168,"17,007.03960",kWh,,,"1,778.27474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Rd Sewage Pumping Station,0.00,Square feet,168,"128,963.70873",kWh,,,"13,476.70756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingston Rd Sewage Pumping Station,0.00,Square feet,168,"130,657.11667",kWh,,,"13,653.67136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Branch Sewage Pumping Station,"3,068.00",Square feet,168,"252,451.02381",kWh,,,"26,381.13199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Simcoe Pumping Station,0.00,Square feet,168,"127,533.02395",kWh,,,"13,327.20100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Grove Sewage Pumping Station,0.00,Square feet,168,"24,902.84941",kWh,,,"2,602.34776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland Sewage Pumping Station,0.00,Square feet,168,"95,864.32896",kWh,,,"10,017.82238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Military Trail Sewage Pumping Station,0.00,Square feet,168,"5,032.45789",kWh,,,525.89185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimico Sewage Pumping Station,"4,435.00",Square feet,168,"764,113.81922",kWh,,,"79,849.89411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Toronto Pumping Station,"2,067.00",Square feet,168,"300,386.39871",kWh,,,"31,390.37866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Union Sewage Pumping Station,0.00,Square feet,168,"38,936.13892",kWh,,,"4,068.82652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redlands Sewage Pumping Station,0.00,Square feet,168,"205,275.68572",kWh,,,"21,451.30916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside Sewage Pumping Station,0.00,Square feet,168,"2,122.19177",kWh,,,221.76904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sewells Rd Sewage Pumping Station,0.00,Square feet,168,"72,343.04572",kWh,,,"7,559.84828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Birch Ave Sewage Pumping Station,0.00,Square feet,168,309.61008,kWh,,,32.35425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strachan Sewage Pumping Station,0.00,Square feet,168,"207,983.49176",kWh,"8,481.83077",Cubic meter,"37,770.25314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyside Sewage Pumping Station,0.00,Square feet,168,"138,353.33118",kWh,,,"14,457.92311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swansea Sewage Pumping Station,527.00,Square feet,168,"220,139.48412",kWh,,,"23,004.57609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ward's Island Sewage Pumping Station,0.00,Square feet,168,"3,384.51896",kWh,,,353.68223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren Park Sewage Pumping Station,0.00,Square feet,168,"90,234.97686",kWh,,,"9,429.55508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Rouge Sewage Pumping Station,"3,229.00",Square feet,168,"273,637.65250",kWh,,,"28,595.13469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirral Crt Sewage Pumping Station,0.00,Square feet,168,"78,438.48944",kWh,,,"8,196.82215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland Creek Treatment Plant,"255,395.00",Square feet,168,"32,805,861.15581",kWh,"6,292,691.96059",Cubic meter,"15,325,345.81415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humber Treatment Plant,"224,869.00",Square feet,168,"47,539,050.42452",kWh,"1,933,047.27690",Cubic meter,"8,611,481.52853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Treatment Plant,"378,438.00",Square feet,168,"119,606,224.48742",kWh,"5,120,027.01899",Cubic meter,"22,178,911.78176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Toronto Treatment Plant,"21,786.00",Square feet,168,"2,147,025.45323",kWh,,,"224,364.15986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adelaide Street Office,"15,888.00",Square feet,168,"205,186.55527",kWh,"33,730.68786",Cubic meter,"85,214.14422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asquith Green Social Housing,"6,329.00",Square feet,168,"146,111.46295",kWh,"14,270.33014",Cubic meter,"42,292.94611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assessment & Referral Ctr (129 Peter),"11,780.00",Square feet,168,"256,952.37412",kWh,"28,025.03268",Cubic meter,"79,840.89497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchmount Residence,"5,199.00",Square feet,168,"263,356.56112",kWh,"64,307.04353",Cubic meter,"148,989.80922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downsview Dell,"5,199.00",Square feet,168,"143,238.05412",kWh,,,"14,968.37666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Residence,"39,999.00",Square feet,168,"350,720.83633",kWh,"50,776.18506",Cubic meter,"132,649.15383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort York Residence,"25,995.00",Square feet,168,"389,725.16465",kWh,"65,900.68783",Cubic meter,"165,319.89943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenfield Family Centre,"7,384.00",Square feet,168,"54,962.54757",kWh,"6,933.97500",Cubic meter,"18,853.14657",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robertson House,"19,795.00",Square feet,168,"499,999.01800",kWh,"94,057.55960",Cubic meter,"229,993.54890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seaton House,"97,995.00",Square feet,168,"1,425,551.93177",kWh,"534,670.30457",Cubic meter,"1,159,832.29079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women's Residence,"28,255.00",Square feet,168,"535,661.35441",kWh,"81,307.48428",Cubic meter,"209,698.73662",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alness Service Yard,"25,715.00",Square feet,70,"181,202.85817",kWh,"41,863.03109",Cubic meter,"98,083.07556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartonville Park,"3,606.00",Square feet,70,"56,163.93936",kWh,"7,087.68909",Cubic meter,"19,286.33256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bentworth Park Yard,"12,981.00",Square feet,70,"23,173.04710",kWh,"13,832.47059",Cubic meter,"28,573.62579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchmount Parks Yard,"15,317.00",Square feet,70,"99,833.78389",kWh,"27,629.21360",Cubic meter,"62,669.16763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brimley Parks Yard,"2,809.00",Square feet,70,"30,581.30500",kWh,"5,080.62500",Cubic meter,"12,801.31317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castlefield Yard,"36,447.00",Square feet,70,"406,036.81515",kWh,"43,372.58485",Cubic meter,"124,432.22716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centennial Pk Svc Bldg,"1,023.00",Square feet,70,"38,287.25500",kWh,"8,829.00118",Cubic meter,"20,694.60398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Equipment Yard,"148,198.00",Square feet,70,"1,321,422.30355",kWh,"299,659.01812",Cubic meter,"705,115.91660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Water Services,"32,679.00",Square feet,70,"1,166,131.95774",kWh,"26,164.04103",Cubic meter,"172,200.55110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dufferin Maintenance Yard,"31,667.00",Square feet,70,"362,891.49194",kWh,"20,023.36010",Cubic meter,"75,777.93916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Booth Blocks,"236,645.00",Square feet,70,"3,239,855.41032",kWh,"467,633.72194",Cubic meter,"1,222,685.83119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Ave Yard / Office,"84,701.00",Square feet,70,"935,241.69871",kWh,"350,121.80809",Cubic meter,"759,835.38730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Ave Yard / Shop,"9,698.00",Square feet,70,"109,351.06137",kWh,"28,362.42857",Cubic meter,"65,049.95916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eglinton Flats Service Bldg,"5,705.00",Square feet,70,"56,470.57600",kWh,"14,494.25030",Cubic meter,"33,304.39616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellesmere Yard,"138,069.00",Square feet,70,"1,577,563.53516",kWh,"310,929.91821",Cubic meter,"752,708.68939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emery Parks Yard,"18,998.00",Square feet,70,"193,570.90560",kWh,"73,450.24941",Cubic meter,"159,095.18433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emery Works Yard,"26,404.00",Square feet,70,"355,086.86387",kWh,"100,095.03226",Cubic meter,"226,348.94784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Services - East Command Offices,"25,898.00",Square feet,70,"124,357.25412",kWh,"36,927.13613",Cubic meter,"82,796.33908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Street Yard,"2,756.00",Square feet,70,"26,754.97292",kWh,,,"2,795.89467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Materials Warehouse,"22,604.00",Square feet,70,"9,486.18819",kWh,"18,464.08589",Cubic meter,"35,899.99608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingram Works Yard,"23,907.00",Square feet,70,"369,391.47000",kWh,"62,327.91707",Cubic meter,"156,474.27920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King St Garage,"83,485.00",Square feet,70,"465,076.16283",kWh,"202,923.65000",Cubic meter,"432,253.39064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kipling Maintenance Yard,"27,373.00",Square feet,70,"200,083.95281",kWh,"50,055.65412",Cubic meter,"115,545.34425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kipling Yard,"11,001.00",Square feet,70,"440,430.35700",kWh,"36,234.30196",Cubic meter,"115,615.04895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintenance Yard #1&2,"38,760.00",Square feet,70,"676,232.89764",kWh,"99,468.15380",Cubic meter,"258,723.51502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintenance Yard #3,"4,618.00",Square feet,70,"73,813.03581",kWh,"12,497.52581",Cubic meter,"31,498.21886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintenance Yard #6,"6,135.00",Square feet,70,"125,616.64339",kWh,"23,356.30423",Cubic meter,"57,284.99864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintenance Yard #7,"11,862.00",Square feet,70,"208,353.77777",kWh,,,"21,772.96978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marylin Bell Park Water Equipment Shed,700.00,Square feet,70,"30,087.47794",kWh,,,"3,144.14144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monarch Park Serv Yard,"13,950.00",Square feet,70,"115,993.77412",kWh,,,"12,121.34940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morningside Yard,"14,779.00",Square feet,70,"405,519.44929",kWh,"44,638.36641",Cubic meter,"126,756.56550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashdene Yard,"24,176.00",Square feet,70,"241,608.89944",kWh,"43,538.11333",Cubic meter,"107,461.47154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North District Serv Yard,"32,044.00",Square feet,70,"282,324.76500",kWh,"47,684.85376",Cubic meter,"119,657.20996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Services Building,"4,101.00",Square feet,70,"189,829.41412",kWh,"66,647.79283",Cubic meter,"145,845.65774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northline Parks and Garage,"50,041.00",Square feet,70,"611,201.83912",kWh,"157,787.05226",Cubic meter,"361,056.22636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Eglinton Yard,"66,155.00",Square feet,70,"446,950.51100",kWh,"94,406.78952",Cubic meter,"225,194.35364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriole Parks Yard,"13,046.00",Square feet,70,"92,280.18474",kWh,,,"9,643.27931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriole Yd- Signs and Markings,"16,264.00",Square feet,70,"14,138.01794",kWh,"49,425.02578",Cubic meter,"94,974.51771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oriole Yd- Works,"26,759.00",Square feet,70,"208,083.67113",kWh,"54,298.96624",Cubic meter,"124,403.75417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharmacy Yard,"1,851.00",Square feet,70,"24,587.81503",kWh,"5,662.19608",Cubic meter,"13,274.52746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property Operation Workshop,"12,034.00",Square feet,70,"46,393.05833",kWh,"54,619.12989",Cubic meter,"108,134.36680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramsden Yard,"20,247.00",Square feet,70,"190,455.17513",kWh,"107,615.68903",Cubic meter,"223,190.47909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockcliffe Yard,"14,047.00",Square feet,70,"65,025.23258",kWh,"38,407.40318",Cubic meter,"79,409.21026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixth St Garage,"6,997.00",Square feet,70,"15,193.08853",kWh,"13,324.13904",Cubic meter,"26,778.65477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train Storage Building,"30,849.00",Square feet,70,"184,900.09077",kWh,"56,778.38485",Cubic meter,"126,668.80690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellington Yard & Office,"10,570.00",Square feet,70,"59,802.65854",kWh,,,"6,088.72284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellington Yard & Storage,"22,346.00",Square feet,70,"27,448.08245",kWh,,,"2,868.32462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Services Yard,"4,133.00",Square feet,70,"21,497.06858",kWh,"12,987.85513",Cubic meter,"26,801.03371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter Maintenance Depot,"12,152.00",Square feet,70,"359,158.61258",kWh,,,"37,532.07501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloor Islington Storm Pumping Station,0.00,Square feet,168,"32,718.72059",kWh,,,"3,419.10630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eglinton-Bellamy Storm Pumping Station,0.00,Square feet,168,"49,962.58582",kWh,,,"5,301.87991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islington Storm Pumping Station,0.00,Square feet,168,"33,544.78241",kWh,,,"3,505.42976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Queen St Storm Pumping Station,0.00,Square feet,168,"11,658.52314",kWh,"2,671.35073",Cubic meter,"6,268.84349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 Wickman Rd-Near Fordhs,0.00,Square feet,70,"217,435.07060",kWh,,,"22,721.96488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Road,0.00,Square feet,70,"650,232.46277",kWh,,,"67,949.30075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Valley Parkway,0.00,Square feet,70,"2,578,695.17752",kWh,,,"270,804.65675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardiner Expressway,0.00,Square feet,70,"1,525,886.32607",kWh,,,"165,779.61782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney Belsey Cres,0.00,Square feet,70,"9,023.97677",kWh,,,943.00557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St James Town,0.00,Square feet,70,"1,470.66439",kWh,,,153.68443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetlighting East York,0.00,Square feet,70,"4,560,026.50000",kWh,,,"476,522.76925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetlighting Etobicoke,0.00,Square feet,70,"18,646,682.79787",kWh,,,"1,948,578.35099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetlighting North York,0.00,Square feet,70,"31,065,995.37290",kWh,,,"3,246,396.51647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetlighting Scarborough,0.00,Square feet,70,"28,772,512.03032",kWh,,,"3,006,727.50717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetlighting Toronto,0.00,Square feet,70,"28,678,582.27930",kWh,,,"2,996,911.84819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetlighting York,0.00,Square feet,70,"4,490,642.41774",kWh,,,"469,272.13265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
